	AMZ01	AMZ02	AMZ03	AMZ04	AMZ06	AMZ07	AMZ08	AMZ09	AMZ10	AMZ11	AMZ12	AMZ13	AMZ14	AMZ15	AMZ16	AMZ17	AMZ18	AMZ19	AMZ20
cg06041068	0.04130809	0.5412394	0.0442713	0.5571718	0.04779474	0.04937825	0.04707083	0.5575001	0.5483153	0.5487536	0.03217571	0.04273922	0.5273778	0.5804693	0.03720913	0.04577622	0.03734488	0.5450409	0.5418205
cg06042004	0.081493	0.5449769	0.1361149	0.5844668	0.1667788	0.05402763	0.04946355	0.05468972	0.608251	0.5704285	0.1184094	0.09687776	0.5863188	0.7172179	0.07362148	0.0861804	0.2047491	0.04747055	0.04510914
cg06048710	0.01149394	0.4112005	0.01053059	0.3255399	0.0123411	0.008297411	0.01121823	0.4335479	0.3530023	0.4500319	0.007634537	0.009402433	0.4172611	0.5697309	0.009898908	0.009011607	0.00842919	0.3653095	0.3899796
cg06051619	0.5405638	0.2308882	0.2603971	0.1808476	0.3067201	0.5858994	0.2129038	0.1613128	0.2477548	0.228917	0.1605762	0.3291405	0.2274624	0.6049045	0.1066829	0.268724	0.2801675	0.5240233	0.12914
cg06052372	0.4663352	0.3996513	0.7869684	0.7254494	0.7948484	0.8028869	0.5184375	0.8103834	0.4603992	0.8382432	0.4527295	0.4447067	0.4469863	0.8796794	0.9228563	0.4349496	0.8039736	0.7487776	0.8732539
cg06055266	0.05179214	0.4936277	0.05308525	0.4603181	0.04735752	0.05948623	0.06201112	0.457592	0.461759	0.483682	0.05837396	0.3102968	0.4792405	0.3547876	0.051097	0.06046729	0.06514354	0.4602657	0.4412325
cg06055478	0.09265135	0.5266337	0.06101082	0.5179932	0.05345165	0.06691879	0.06987622	0.5073631	0.519478	0.5480312	0.04352327	0.05488622	0.5225693	0.3526292	0.04856146	0.05231568	0.04676805	0.5579772	0.507259
cg06060457	0.4773428	0.02716302	0.04972504	0.4811174	0.4921055	0.4968029	0.9177469	0.8300771	0.03071952	0.0351196	0.4793688	0.8378126	0.03299608	0.03378788	0.03179003	0.5126195	0.03826666	0.03834333	0.03386526
cg06068202	0.1071244	0.3648497	0.06940676	0.3542854	0.08846012	0.106641	0.8335026	0.354206	0.3644023	0.4033367	0.04610306	0.04448179	0.3870642	0.4710028	0.0376874	0.06331462	0.07086664	0.3760009	0.394742
cg06072560	0.0270817	0.3121864	0.016387	0.3157356	0.01880423	0.01744551	0.0188396	0.3431354	0.3444162	0.3369047	0.01800939	0.01426916	0.2760149	0.3289776	0.01517179	0.01526812	0.01683764	0.2671937	0.2741244
cg06079963	0.04210123	0.4406403	0.04467943	0.4677163	0.03308434	0.04471035	0.04134528	0.441403	0.4598979	0.4603707	0.03453565	0.03953526	0.4866978	0.2662857	0.03937181	0.03721025	0.04567058	0.4385159	0.4524897
cg06083932	0.4867578	0.06932178	0.724544	0.386287	0.635305	0.08127655	0.08249664	0.4588004	0.404557	0.4423713	0.4306985	0.4836785	0.6546553	0.1157521	0.4921166	0.06515163	0.4378163	0.4587224	0.4464565
cg06085657	0.4898393	0.8097966	0.3715758	0.4097456	0.7635359	0.6312098	0.8409542	0.7836181	0.4043421	0.6241411	0.8052981	0.8129869	0.8048233	0.3284122	0.8202735	0.7259628	0.419927	0.6723534	0.6451281
cg06097615	0.03653049	0.3043327	0.03184306	0.2901994	0.03187883	0.03297671	0.03427793	0.3540477	0.3472892	0.3358681	0.02586281	0.02881615	0.3644557	0.3303015	0.02568406	0.03107554	0.02598958	0.294036	0.3063456
cg06098232	0.02323007	0.2870499	0.02312414	0.2937167	0.02136753	0.02214749	0.0213931	0.2969421	0.3253889	0.3248223	0.01592251	0.01867027	0.3485758	0.372715	0.01730735	0.01882062	0.01775368	0.3506786	0.3342414
cg06102971	0.1361583	0.4756648	0.09348296	0.4863799	0.08545573	0.09099422	0.09599724	0.4659085	0.4726759	0.5059227	0.0680516	0.09070407	0.5232538	0.4740731	0.08769952	0.08925433	0.0953046	0.527995	0.5178636
cg06111581	0.7835259	0.8481715	0.8217779	0.8655327	0.8925329	0.8822408	0.4277063	0.8731825	0.8522642	0.8705881	0.8213392	0.456665	0.8607998	0.4854411	0.7695208	0.8200925	0.4844261	0.8718405	0.8524081
cg06124141	0.6036733	0.6129856	0.3692396	0.4060549	0.4339056	0.6913249	0.514245	0.4013439	0.4091041	0.02336654	0.5830049	0.697774	0.02807394	0.3204256	0.380004	0.427667	0.4348264	0.3827111	0.608929
cg06126323	0.05000543	0.3265499	0.04847533	0.3111137	0.05568918	0.05228815	0.06084581	0.3426805	0.3730926	0.3947299	0.05943937	0.05331953	0.4539984	0.2796516	0.04068007	0.0474159	0.05335637	0.3826988	0.3523332
cg06134910	0.02120191	0.7578571	0.4494207	0.4810713	0.4965673	0.02371205	0.4795954	0.4159408	0.7122921	0.7913797	0.7922149	0.7238967	0.7729811	0.5328852	0.64042	0.01740459	0.7533446	0.4776601	0.4752602
cg06136002	0.01429625	0.5500758	0.01635662	0.5459472	0.01641856	0.01319439	0.01768045	0.5348451	0.5518695	0.5698449	0.02447651	0.01809948	0.5535114	0.5920277	0.01376969	0.01969992	0.01807366	0.5639606	0.5760415
cg06137672	0.05829499	0.3930426	0.06953528	0.4026664	0.07359431	0.05746462	0.07012507	0.3984294	0.4177935	0.3691024	0.07569147	0.08792413	0.4287474	0.4845461	0.06321059	0.06756175	0.07685938	0.3471273	0.4035149
cg06139288	0.0653997	0.5426209	0.04121983	0.5344569	0.03721017	0.038289	0.04744216	0.5294216	0.5514651	0.5615595	0.04876231	0.03519963	0.542522	0.4818136	0.0344863	0.04592095	0.03496555	0.5306472	0.5374366
cg06140460	0.07621694	0.3905457	0.06081447	0.408477	0.05071439	0.05948538	0.05050347	0.3631048	0.3893749	0.4260093	0.06698375	0.06663142	0.4010309	0.3011139	0.07999144	0.05668158	0.04798638	0.4104879	0.4035042
cg06143713	0.7921121	0.4600681	0.8358265	0.4583659	0.8279594	0.7917386	0.8698126	0.4666568	0.4576568	0.4666874	0.8326159	0.7807281	0.4742256	0.4822752	0.8853779	0.8198724	0.8473695	0.4967066	0.4571525
cg06144999	0.05038825	0.478379	0.04854366	0.4542997	0.04087255	0.0558221	0.03886278	0.4610252	0.4949568	0.5132578	0.05085727	0.04086789	0.5006983	0.3121118	0.03522393	0.04578417	0.04260247	0.5051814	0.4846731
cg06149454	0.02322569	0.3942804	0.03425019	0.3729195	0.02990332	0.02506471	0.02388011	0.3586472	0.3631268	0.4029068	0.03829987	0.02427867	0.3937064	0.3094736	0.02536208	0.02101527	0.02437459	0.3808099	0.3435021
cg06152434	0.1366632	0.5442067	0.07214485	0.5566651	0.09483309	0.08557573	0.1122315	0.5462394	0.5586822	0.6029462	0.05791924	0.1104121	0.5805185	0.6418685	0.08423877	0.08354216	0.08397668	0.5987086	0.5852929
cg06158088	0.04565698	0.3386935	0.04568553	0.4140639	0.03248539	0.04222103	0.03870183	0.4041852	0.4308384	0.3493887	0.03403685	0.03323552	0.3926165	0.3918507	0.03470304	0.03729802	0.03733273	0.3503536	0.3473218
cg06161952	0.558287	0.8839293	0.5362822	0.9215271	0.5288464	0.8824196	0.9155007	0.4796509	0.5336948	0.6073285	0.6028077	0.9219876	0.5203034	0.9180493	0.9203062	0.8994306	0.9106371	0.5680707	0.903032
cg06164717	0.03761245	0.3626858	0.03718002	0.38998	0.03300927	0.03378243	0.2545018	0.3655381	0.4178434	0.4030901	0.0307996	0.04046952	0.3855839	0.3827254	0.02983905	0.03390028	0.02800629	0.3745194	0.3772274
cg06172626	0.02175084	0.2888474	0.02409382	0.3316331	0.02038176	0.02363379	0.02511095	0.3444339	0.3135441	0.4206436	0.01988638	0.01998105	0.292192	0.3655018	0.02244186	0.02590039	0.02242955	0.2772637	0.2537529
cg06174194	0.5990644	0.593562	0.5364189	0.9219396	0.9150794	0.9067975	0.03168086	0.8982333	0.9099109	0.9198679	0.9288004	0.9092323	0.9192811	0.9288268	0.9230174	0.9188237	0.5833214	0.8930105	0.5891561
cg06185870	0.05607057	0.4978745	0.08540809	0.4703133	0.09067292	0.08828863	0.09341895	0.4738412	0.4884222	0.4857051	0.0811815	0.08141024	0.5128464	0.5031403	0.06851078	0.08391291	0.07298902	0.4557715	0.4662306
cg06191872	0.5845531	0.6223347	0.6360883	0.9280994	0.04359677	0.7091691	0.7155325	0.9228985	0.9316006	0.628398	0.6704262	0.9274202	0.6921202	0.03497799	0.9348699	0.6491097	0.6455477	0.7334929	0.04630845
cg06192796	0.07517675	0.3721082	0.03075988	0.3930317	0.03829737	0.03750638	0.03222555	0.3498394	0.3293065	0.4038553	0.04927141	0.03829901	0.4107412	0.4314334	0.04129205	0.03809553	0.06884885	0.3837596	0.3612548
cg06193597	0.7138072	0.8903077	0.2312453	0.7479541	0.7239155	0.7444999	0.1067751	0.7625821	0.9105756	0.9175106	0.6597853	0.7451457	0.7600875	0.1409661	0.7079349	0.2147534	0.7626842	0.9000901	0.7800015
cg06197849	0.4437819	0.3929623	0.4418894	0.4014904	0.4423921	0.473443	0.03010633	0.7337185	0.04291337	0.6569288	0.356821	0.4331387	0.4378889	0.192574	0.7462069	0.5006592	0.4458321	0.03054259	0.6219748
cg06212762	0.4665952	0.8903506	0.8611436	0.03824523	0.4296344	0.851875	0.8816182	0.4170089	0.8666748	0.4538153	0.8870422	0.8492737	0.9007164	0.03136896	0.4648615	0.4563409	0.468475	0.878293	0.8968203
cg06228453	0.04072842	0.4074685	0.03625534	0.4203727	0.02975863	0.02875544	0.0421667	0.4338627	0.3613346	0.4406726	0.0206341	0.02693842	0.4558161	0.4379447	0.02267385	0.02880878	0.02710676	0.410455	0.4341927
cg06231362	0.7938154	0.2939005	0.9004287	0.3051787	0.9031233	0.8948583	0.8927557	0.2957416	0.3018337	0.3142309	0.8985896	0.8993373	0.3573419	0.3138888	0.9040721	0.889484	0.9069385	0.3066093	0.3316004
cg06231618	0.206112	0.5530205	0.3677212	0.5849025	0.4480153	0.4557499	0.06873181	0.5508256	0.5648651	0.5888568	0.3158775	0.2297043	0.5852768	0.7607312	0.1038021	0.4677372	0.5253411	0.6167245	0.5348056
cg06237805	0.6815558	0.3230893	0.7317639	0.3168095	0.7349981	0.7614979	0.7943943	0.4142961	0.3611024	0.3376039	0.7617393	0.7102903	0.3604124	0.3460249	0.7292581	0.7648476	0.7784063	0.3261826	0.343303
cg06264882	0.7939277	0.9081312	0.4832455	0.9182037	0.8968805	0.4705265	0.9045694	0.02615645	0.02185821	0.9178754	0.0187263	0.9040138	0.4728294	0.01739848	0.4950389	0.8575071	0.02334953	0.02292042	0.8980868
cg06266461	0.01211748	0.4172982	0.01195772	0.4371374	0.01103807	0.01213622	0.01347275	0.4541469	0.4531723	0.4641209	0.01102157	0.009639017	0.4780964	0.4651962	0.01127437	0.01136412	0.01081496	0.4634844	0.4337798
cg06277838	0.0965721	0.4253301	0.07107331	0.4257398	0.06590814	0.06012877	0.07289537	0.4074877	0.3934219	0.4352989	0.1016485	0.06153203	0.4338185	0.48617	0.09957155	0.07385127	0.08041952	0.4489144	0.4142871
cg06279067	0.4884258	0.8137456	0.458673	0.4936036	0.8184238	0.8134143	0.5879659	0.7880981	0.8187837	0.8323998	0.4976425	0.4438531	0.5382801	0.7363599	0.4840295	0.8152739	0.8477479	0.04953242	0.8193191
cg06280307	0.4886419	0.8888426	0.9005938	0.02588371	0.8911629	0.8868223	0.9019499	0.8677923	0.4833773	0.9208788	0.8917176	0.8902967	0.87689	0.497636	0.9280707	0.4821991	0.5198807	0.886834	0.9063875
cg06288403	0.04194361	0.376445	0.03704017	0.3714752	0.04397993	0.03465846	0.03633681	0.3715225	0.3469705	0.3531996	0.04276993	0.03574672	0.4241224	0.4815656	0.03543399	0.0308774	0.03423989	0.4050936	0.3830561
cg06295352	0.04179577	0.424412	0.03461242	0.4140294	0.03157162	0.03227366	0.0375229	0.3241691	0.379848	0.4627752	0.02702958	0.03032467	0.4193674	0.4289837	0.02738868	0.0300794	0.02815226	0.4187786	0.3690616
cg06297686	0.03321561	0.51663	0.02669436	0.5051166	0.02976783	0.02850178	0.03040713	0.4775898	0.4930583	0.5052364	0.01980636	0.02371133	0.5309342	0.4726587	0.0225829	0.02680951	0.02270485	0.4997087	0.5061839
cg06298361	0.05050362	0.4085844	0.06166908	0.3793484	0.06226417	0.04145578	0.03918914	0.3436306	0.3866398	0.4305629	0.05760454	0.04914709	0.349294	0.2625451	0.0626322	0.04265017	0.04581699	0.3906544	0.3891369
cg06302025	0.02990511	0.2938477	0.02874756	0.398238	0.02417389	0.0269388	0.03134153	0.3538043	0.342303	0.3661943	0.02207582	0.02283361	0.4641514	0.4971049	0.02316126	0.02687488	0.02146669	0.345191	0.3640487
cg06307915	0.4810251	0.9263794	0.9242028	0.5092027	0.4928495	0.9209896	0.4942414	0.4871148	0.9313661	0.4922726	0.5295985	0.4871687	0.5301939	0.5342018	0.948352	0.03073327	0.02553342	0.526668	0.9273375
cg06316979	0.03240825	0.3575441	0.02659385	0.3818	0.02472041	0.02364662	0.0285115	0.3705609	0.3540891	0.3968572	0.02062956	0.02412047	0.3948371	0.1610139	0.01764393	0.01967593	0.02051608	0.3928594	0.3903247
cg06318935	0.4699922	0.438838	0.09280857	0.456255	0.07487144	0.4375349	0.07678233	0.425072	0.08234408	0.07645067	0.0764965	0.0856986	0.4749337	0.08207083	0.08534012	0.7803059	0.08302618	0.4694332	0.4550257
cg06322277	0.9567904	0.6380891	0.9120955	0.4730873	0.9503742	0.9401273	0.9531015	0.5703888	0.4719069	0.4655095	0.8769823	0.9102831	0.4593685	0.4975623	0.8773147	0.9285541	0.8895547	0.5171821	0.463164
cg06323885	0.02878186	0.447277	0.02220318	0.485488	0.02356206	0.02353886	0.02215146	0.4657531	0.3912867	0.4716524	0.01975818	0.02710039	0.4687445	0.4813984	0.02014955	0.01936139	0.02152811	0.4820476	0.4146622
cg06333166	0.03717203	0.4178721	0.03441291	0.4242553	0.04359322	0.0346795	0.03350414	0.410008	0.4020268	0.4166323	0.03914101	0.04020228	0.4065512	0.4030447	0.03470173	0.03395165	0.03325956	0.4379173	0.4257019
cg06334238	0.05402015	0.5278998	0.04875718	0.5294839	0.0375495	0.05276881	0.04371105	0.4868771	0.5433209	0.5305722	0.04013016	0.04278583	0.5547059	0.5441615	0.04197896	0.04183773	0.03845056	0.5468795	0.5161905
cg06352538	0.05166941	0.4718541	0.4545861	0.04848239	0.04192258	0.7903375	0.06761037	0.4812309	0.4524581	0.485897	0.02739932	0.04430995	0.04546172	0.04872892	0.8540304	0.8214387	0.4934065	0.02283569	0.04682826
cg06352616	0.04775669	0.4404651	0.4717364	0.03076757	0.6494753	0.03930003	0.2770531	0.4677821	0.03201484	0.6483719	0.4835575	0.03518706	0.02891267	0.4497489	0.03059114	0.02609675	0.03469119	0.03119294	0.4842829
cg06354054	0.904176	0.4851169	0.9218876	0.4745972	0.926191	0.4609469	0.9076098	0.9206606	0.9287716	0.4388798	0.5071924	0.9284766	0.9363101	0.9282487	0.9396501	0.4800049	0.4680855	0.9336187	0.4641327
cg06362582	0.5827552	0.9018406	0.5389653	0.5509744	0.5609163	0.8956808	0.9118251	0.5842937	0.04190741	0.9176751	0.9285627	0.0397832	0.9149629	0.03376587	0.5559764	0.9074333	0.9206746	0.5832484	0.9254038
cg06362895	0.4722882	0.7947566	0.4748534	0.8067491	0.4639695	0.4796953	0.4606818	0.4806282	0.7958002	0.06978193	0.05077465	0.8546676	0.06069492	0.8264054	0.8571362	0.07250058	0.8604312	0.5084505	0.8715264
cg06378142	0.8643856	0.8750296	0.8877058	0.8895085	0.8749376	0.4423582	0.9008063	0.4534804	0.4683904	0.8985049	0.4690087	0.9054361	0.9059603	0.9095461	0.9032741	0.8991611	0.901588	0.4646623	0.9056908
cg06379361	0.3702596	0.3794065	0.4150329	0.02495351	0.4147643	0.04654528	0.04636619	0.04069014	0.3787428	0.02500064	0.02985659	0.3949136	0.01991598	0.03587705	0.02752891	0.02643255	0.03088919	0.03962277	0.4118863
cg06380355	0.09625289	0.4052133	0.08432875	0.4036412	0.08314793	0.0852971	0.0852488	0.3290613	0.3382067	0.4337254	0.04284994	0.0681014	0.4174698	0.478771	0.06450241	0.08176839	0.06345058	0.3401058	0.362862
cg06384623	0.05179684	0.4166815	0.05993541	0.4150868	0.03772334	0.03264403	0.05226006	0.396424	0.425419	0.4596754	0.05053522	0.04299437	0.4288352	0.3326342	0.04017435	0.02921149	0.05078496	0.4616902	0.4245056
cg06389521	0.8816449	0.04976359	0.5011597	0.4650729	0.8844751	0.5106305	0.8872493	0.520193	0.8665234	0.4709894	0.4826031	0.8806577	0.894421	0.4692779	0.9019744	0.8897306	0.8913578	0.8811412	0.4856076
cg06392956	0.173783	0.5343525	0.1580913	0.5180401	0.1281658	0.2422581	0.06159285	0.4793606	0.5014511	0.5290886	0.1218818	0.11371	0.547682	0.4586518	0.2264192	0.2768103	0.2227778	0.5295282	0.4904245
cg06393529	0.04446602	0.5612077	0.9223054	0.5402674	0.5540607	0.8937466	0.5924513	0.5808404	0.9089819	0.04303123	0.04348104	0.9201062	0.5576213	0.9415155	0.585461	0.03418926	0.0375116	0.9155873	0.03562067
cg06394109	0.4269598	0.5870191	0.8023862	0.7099916	0.5857151	0.8489138	0.1467496	0.8181091	0.9067589	0.5970412	0.9255322	0.9080935	0.6697333	0.914177	0.5261343	0.521922	0.8350668	0.6909566	0.6704053
cg06403901	0.922006	0.9294903	0.9221807	0.5711275	0.9373359	0.5612481	0.6001222	0.03870452	0.9380043	0.9412817	0.5474305	0.5636951	0.5839396	0.5658735	0.9294242	0.9420519	0.9500745	0.5565962	0.9367428
cg06405219	0.5351069	0.03849714	0.04055316	0.03497612	0.03378963	0.04402726	0.03265995	0.5808574	0.05095961	0.03946526	0.04050747	0.5660797	0.03415135	0.03343078	0.0371481	0.02742219	0.03516265	0.03762175	0.03204236
cg06417478	0.1269963	0.4579219	0.4312624	0.4542298	0.2415418	0.4411143	0.03290564	0.1915364	0.4650955	0.4752943	0.1701795	0.4789283	0.7198232	0.3386865	0.06914653	0.2579407	0.3068748	0.142333	0.1895307
cg06427226	0.0401972	0.4609039	0.02686873	0.4344546	0.02459211	0.03108198	0.07069054	0.4622739	0.469495	0.4410909	0.02935117	0.026421	0.4919006	0.3675909	0.02379849	0.02680132	0.0271519	0.4989236	0.4832762
cg06428055	0.04922244	0.4086468	0.08152868	0.3823138	0.04492609	0.07480216	0.04208729	0.3471695	0.3802479	0.4464539	0.0552899	0.05517351	0.3916308	0.4946417	0.03608572	0.06080493	0.09752836	0.4106416	0.4205316
cg06430688	0.04658508	0.4072447	0.7517186	0.4127695	0.757659	0.7541254	0.78372	0.7855978	0.06350885	0.05051797	0.810626	0.7941125	0.3943802	0.04564315	0.03508435	0.7648467	0.3915237	0.052547	0.7685252
cg06438901	0.04937031	0.4126342	0.03875005	0.4032332	0.02502679	0.03586544	0.03309314	0.3805873	0.3768062	0.4083426	0.02638594	0.02715553	0.401455	0.2006005	0.0271216	0.02327231	0.03841055	0.3482701	0.3944883
cg06441867	0.04927582	0.4956382	0.06088415	0.4885264	0.05209749	0.05589112	0.04405963	0.4274467	0.4590347	0.5224007	0.0583586	0.04765905	0.5008521	0.5475874	0.06172913	0.04380397	0.05006632	0.5275968	0.5232464
cg06464078	0.02545574	0.02360272	0.8715528	0.4408867	0.02231298	0.4252763	0.7919586	0.4372482	0.02413898	0.8958838	0.02386166	0.4328811	0.9078848	0.02654065	0.4054362	0.4021676	0.4345749	0.9071353	0.02958613
cg06468442	0.0321178	0.4274979	0.03813634	0.4039209	0.03027957	0.03746927	0.03684224	0.4251774	0.4040746	0.3703064	0.03922627	0.03749977	0.4444631	0.2553215	0.03794171	0.03181922	0.04368572	0.4487042	0.4082684
cg06469252	0.04557969	0.356208	0.04001539	0.3562172	0.0317185	0.04237669	0.03408516	0.2961639	0.3673063	0.3923777	0.03102738	0.03012429	0.382467	0.11347	0.03010409	0.03350489	0.03270365	0.3138442	0.293345
cg06476934	0.8600993	0.3178228	0.8463803	0.283233	0.854581	0.8491985	0.8693886	0.3237914	0.2965932	0.2803383	0.8465708	0.863572	0.3995475	0.3016543	0.79362	0.8647578	0.8876908	0.316017	0.3264162
cg06479204	0.0170835	0.4900516	0.01635792	0.4351796	0.01461386	0.01644117	0.0215814	0.5252254	0.4903048	0.5093105	0.01278681	0.01507931	0.469256	0.5007035	0.01406164	0.01505548	0.01651886	0.5153393	0.524212
cg06479769	0.7043581	0.3951994	0.7584563	0.3831273	0.7628749	0.7205172	0.8113674	0.3458739	0.370091	0.3514263	0.8075244	0.6990467	0.4560275	0.3114795	0.7305672	0.7574007	0.7766917	0.3490332	0.3679265
cg06481089	0.06807169	0.391719	0.07811593	0.3878753	0.06337274	0.07582919	0.06365327	0.3793454	0.3715209	0.434505	0.07549521	0.07438676	0.4104955	0.3545298	0.07110967	0.06141616	0.09062128	0.3968075	0.3641504
cg06482328	0.2160367	0.4759514	0.08484348	0.4789372	0.06464976	0.09309658	0.05628256	0.4646723	0.49559	0.4862523	0.1136361	0.04602285	0.5132396	0.4507569	0.1207341	0.06992854	0.07974141	0.5240684	0.4922749
cg06483046	0.05513343	0.8699707	0.8616214	0.4818978	0.4941436	0.8406088	0.8468353	0.8365202	0.8457015	0.5005552	0.8875523	0.05891357	0.8887218	0.8311401	0.5148158	0.5010436	0.04567166	0.5068506	0.8569516
cg06487085	0.7145778	0.853673	0.4979841	0.5401316	0.8577066	0.5722151	0.7135151	0.05144508	0.06286649	0.06180378	0.5729314	0.4454156	0.07452526	0.6315006	0.5533403	0.5481841	0.8448003	0.6614464	0.6138684
cg06489418	0.03451681	0.4368618	0.04101933	0.4408563	0.04012843	0.03272916	0.03265769	0.4430202	0.445393	0.4744417	0.03578463	0.03085406	0.5081351	0.4133958	0.02573233	0.02814981	0.02536772	0.4586821	0.4705269
cg06491590	0.348506	0.5838665	0.5656563	0.8602336	0.9044029	0.8954309	0.482217	0.5982865	0.5718647	0.3602549	0.5051928	0.487344	0.5371356	0.8397104	0.8573294	0.4930246	0.573294	0.5104421	0.4677633
cg06500073	0.6387332	0.7872414	0.5138296	0.7466708	0.7972688	0.8289776	0.8527214	0.7784559	0.4332932	0.03935588	0.7993197	0.8149408	0.8331411	0.3109363	0.8391431	0.4687847	0.8362315	0.8440729	0.3899602
cg06504563	0.07037858	0.4336743	0.07723834	0.3964373	0.07519009	0.08810015	0.09303582	0.3953932	0.4195051	0.3436092	0.06367416	0.07679894	0.4156464	0.3191897	0.0696065	0.07595804	0.09668116	0.3791712	0.4458189
cg06505156	0.4782678	0.8738379	0.4897357	0.48853	0.8538514	0.5535823	0.4126327	0.53239	0.8540127	0.9086864	0.5718828	0.915161	0.8741045	0.5678548	0.9138697	0.5358178	0.03991664	0.5280466	0.5384505
cg06505213	0.03561397	0.357698	0.03718049	0.3530687	0.0342806	0.02850455	0.04464202	0.3402096	0.3421185	0.4134746	0.04539499	0.01775311	0.3968257	0.4776794	0.02597706	0.0224887	0.0495838	0.4132995	0.3657798
cg06506080	0.04210377	0.3247844	0.04863148	0.3788687	0.04090796	0.0445657	0.04618862	0.2899542	0.3721726	0.3395259	0.03653983	0.04260955	0.3888203	0.0878017	0.04098027	0.04783898	0.03665572	0.3394308	0.3636547
cg06508795	0.9067891	0.9181849	0.3875849	0.9117036	0.9274199	0.360631	0.9146168	0.9315377	0.4071346	0.9246838	0.9462929	0.8450519	0.9305297	0.9267104	0.9046918	0.9167042	0.4154979	0.4086648	0.9276209
cg06513359	0.05086706	0.4332942	0.04297635	0.4110838	0.02966916	0.04047761	0.03496219	0.4165468	0.4027977	0.4678081	0.03195844	0.03634556	0.437278	0.37125	0.03163241	0.03063692	0.04119265	0.4733786	0.4839729
cg06526366	0.6625542	0.02818561	0.02271926	0.9106845	0.9087998	0.492372	0.02413413	0.4813527	0.8821689	0.5304523	0.5131125	0.8875754	0.02311287	0.02355651	0.02112881	0.9148432	0.4917289	0.5289333	0.4868779
cg06530638	0.04649427	0.8336503	0.696688	0.8230636	0.04094469	0.8756373	0.6598753	0.4675517	0.8530405	0.853226	0.4022043	0.3787949	0.8609565	0.5499672	0.6628149	0.4765528	0.8707474	0.8442287	0.3802259
cg06538336	0.05672161	0.05679666	0.06674582	0.4462251	0.06054076	0.07827711	0.07603127	0.4014208	0.5189026	0.06619025	0.05563248	0.08564111	0.5018628	0.05001647	0.06080081	0.07426276	0.05404242	0.5044328	0.55666
cg06548479	0.4893513	0.04491439	0.04033102	0.6188034	0.04380987	0.04956537	0.03805738	0.04424944	0.0443766	0.04463328	0.5109258	0.03866417	0.04580778	0.1178627	0.04933176	0.04370156	0.04185437	0.04312588	0.559521
cg06548827	0.3213359	0.4624141	0.3712269	0.5807805	0.8014696	0.8478306	0.8458527	0.8396835	0.7536765	0.5143771	0.4020947	0.8113212	0.8247918	0.8041439	0.7864105	0.8138549	0.5294851	0.8067945	0.5595189
cg06549249	0.03696369	0.4960378	0.03764765	0.4611868	0.03538969	0.0294762	0.04173029	0.4842515	0.4661191	0.5207509	0.02846966	0.03867589	0.4925857	0.5314135	0.03408408	0.03578099	0.03118811	0.5360822	0.4887641
cg06558166	0.03891621	0.3743229	0.03800376	0.4029341	0.03591365	0.03347001	0.03477671	0.3668632	0.3742631	0.3844309	0.02678522	0.03291261	0.4213608	0.391561	0.02652749	0.03380664	0.03022767	0.4204516	0.3922792
cg06558952	0.05357198	0.4081617	0.04762121	0.4423895	0.03905693	0.0384409	0.04302497	0.4612452	0.4527064	0.4599969	0.04048734	0.0383314	0.450242	0.4147321	0.04499652	0.03468284	0.04399996	0.4784153	0.465592
cg06560367	0.1792403	0.5147837	0.3573558	0.5366615	0.337439	0.288851	0.8494333	0.4560965	0.5245855	0.476421	0.2053792	0.3886161	0.5344527	0.3616299	0.1307747	0.4098407	0.5475183	0.5474622	0.4780603
cg06573709	0.3014526	0.3524383	0.3291373	0.7223349	0.7665261	0.2983193	0.3365311	0.306965	0.2880655	0.3098903	0.8090177	0.3141809	0.3489935	0.3622526	0.3434367	0.2745789	0.3229777	0.3013334	0.3231607
cg06576965	0.7649835	0.3193066	0.8598627	0.2836895	0.8548563	0.8327296	0.8557287	0.3132212	0.318614	0.2942629	0.853621	0.8754914	0.3601311	0.2926549	0.8241467	0.8481454	0.8412575	0.3235082	0.3332068
cg06579087	0.01907404	0.4170605	0.01531091	0.4477198	0.01584179	0.01378886	0.01655944	0.4242959	0.4366524	0.4139478	0.01102323	0.01515394	0.4616256	0.4076871	0.01646609	0.01537246	0.01563791	0.3699834	0.4050413
cg06584796	0.02762481	0.0294954	0.9273194	0.8364599	0.9008981	0.9074846	0.9399081	0.5331302	0.9095069	0.9119985	0.9335322	0.02587496	0.9178707	0.9344011	0.523784	0.02284826	0.9133639	0.8362182	0.9417979
cg06590444	0.8821972	0.5209254	0.4999068	0.9082239	0.5198621	0.5162174	0.9118397	0.9092848	0.04462453	0.9187109	0.9288604	0.9077099	0.5021363	0.8903014	0.9299065	0.9104844	0.9381874	0.9195594	0.9235222
cg06596356	0.8527867	0.8467879	0.5956742	0.846335	0.8283851	0.5353792	0.2071374	0.1215972	0.6552819	0.7050384	0.1432711	0.604692	0.5882716	0.6337489	0.8762273	0.5805752	0.6225773	0.5963965	0.6965969
cg06609793	0.03822718	0.4464344	0.04205076	0.4315688	0.03750632	0.03979416	0.04507375	0.3978724	0.4184779	0.4961509	0.02819968	0.03412144	0.4521107	0.1118821	0.03129029	0.03520837	0.03306503	0.4503678	0.4236359
