	AMZ01	AMZ02	AMZ03	AMZ04	AMZ06	AMZ07	AMZ08	AMZ09	AMZ10	AMZ11	AMZ12	AMZ13	AMZ14	AMZ15	AMZ16	AMZ17	AMZ18	AMZ19	AMZ20
cg01886237	0.4677825	0.4991206	0.8977858	0.4922872	0.8808294	0.8947297	0.04185461	0.4984899	0.8065035	0.0478131	0.5403873	0.04789201	0.04532337	0.4820403	0.4626547	0.03867353	0.8572697	0.0352408	0.03895462
cg01886630	0.1381375	0.5762989	0.1125428	0.5960547	0.1196995	0.1339733	0.1229213	0.5278343	0.5239205	0.7053092	0.1355946	0.1865894	0.6102165	0.4997174	0.1013135	0.116176	0.1255148	0.5356978	0.4325058
cg01887353	0.03760401	0.3907646	0.03238345	0.4471197	0.06056315	0.04035759	0.03096975	0.3314708	0.4736615	0.4592785	0.04077577	0.03313637	0.5412394	0.3850172	0.03620885	0.02788847	0.02795212	0.3693107	0.3659612
cg01891172	0.0218568	0.4015133	0.01989524	0.4541644	0.02017505	0.0274738	0.02579072	0.321777	0.4850029	0.5460819	0.01690112	0.02086621	0.421304	0.2852233	0.02047766	0.01876026	0.01915883	0.3608364	0.3043062
cg01891583	0.4620875	0.4300578	0.05034246	0.04558647	0.4415838	0.4313335	0.4267748	0.4466299	0.04590328	0.08018246	0.42345	0.4403687	0.06446039	0.4143145	0.05765645	0.4484407	0.04479386	0.03965647	0.4212792
cg01900066	0.8193664	0.2796059	0.8591769	0.3188072	0.8635624	0.8673605	0.8338873	0.3059672	0.3117811	0.3453426	0.8492045	0.8513109	0.3433052	0.3244822	0.8597195	0.8494435	0.8331667	0.2965787	0.3297893
cg01906946	0.4909821	0.3777248	0.6984217	0.4191554	0.5941461	0.7985555	0.5076405	0.453782	0.1480076	0.4902024	0.6137252	0.6463986	0.4503242	0.4814417	0.2507628	0.7795956	0.6029309	0.5287539	0.5274265
cg01910953	0.6396507	0.5638293	0.9159962	0.8953801	0.5946079	0.9237597	0.5642046	0.9220972	0.9197129	0.9177694	0.9213208	0.9109789	0.9220997	0.6050719	0.6008608	0.930483	0.9118316	0.9311178	0.9275376
cg01911472	0.9074123	0.3024926	0.9016874	0.3337064	0.9146481	0.9102322	0.9134065	0.3193206	0.3072788	0.33726	0.9281584	0.9258864	0.3280999	0.5946171	0.9470776	0.9204637	0.9198783	0.3118029	0.3040304
cg01911846	0.06062798	0.4416575	0.0440055	0.4184516	0.04273262	0.04977431	0.04379477	0.3793647	0.4502137	0.4974507	0.0504247	0.03289509	0.4679982	0.412616	0.04600537	0.05121143	0.04730146	0.4290119	0.4326637
cg01921484	0.8461143	0.8569608	0.8723842	0.9105545	0.03799209	0.464345	0.4460427	0.8815099	0.914965	0.935887	0.4892317	0.921803	0.9080949	0.455653	0.894289	0.03504462	0.9142391	0.9107903	0.902161
cg01924074	0.04790201	0.3952651	0.04630254	0.403986	0.04237566	0.04602672	0.04564836	0.4335382	0.4497878	0.5964792	0.0445645	0.05315263	0.576756	0.4462717	0.04224767	0.05135766	0.0468046	0.472094	0.414922
cg01941243	0.8795416	0.9033817	0.8931275	0.8840652	0.874083	0.9018925	0.887377	0.9096294	0.8853172	0.9026135	0.9130122	0.9339128	0.9212147	0.9102924	0.2408453	0.9093409	0.2548167	0.8873223	0.9081218
cg01943931	0.7181032	0.03573122	0.7691531	0.7410775	0.4092268	0.4621882	0.03909306	0.8191843	0.4942632	0.6589218	0.7220164	0.7837486	0.6533411	0.7892103	0.5774462	0.3946981	0.8325574	0.8256192	0.8395498
cg01947226	0.07891425	0.4577941	0.09991347	0.4747521	0.09352614	0.06200383	0.05759828	0.3688269	0.4718104	0.4878937	0.06100006	0.06630754	0.6001038	0.4995255	0.05675919	0.06556916	0.05628793	0.494421	0.3161959
cg01948083	0.3697016	0.4164705	0.5463143	0.8686978	0.4963181	0.6171831	0.4438572	0.5148399	0.813326	0.4099267	0.4073434	0.5869301	0.8325828	0.5050592	0.48913	0.8082472	0.8183728	0.8480222	0.5255052
cg01948589	0.03187972	0.3827477	0.04324928	0.4868147	0.03462391	0.03734339	0.03101214	0.4582737	0.4355275	0.4980622	0.02474519	0.03342984	0.4931291	0.427198	0.03083066	0.03755809	0.02958777	0.480169	0.4623388
cg01957799	0.03811297	0.5026761	0.03826291	0.4782429	0.03069128	0.4868119	0.4984006	0.5226294	0.4473846	0.03875964	0.03307993	0.496846	0.5016835	0.03955329	0.03429689	0.5111714	0.03191557	0.04430826	0.03602682
cg01961587	0.05642762	0.3961629	0.04610864	0.4564491	0.04718875	0.05000584	0.05960957	0.4739401	0.4238017	0.4843815	0.05360134	0.04054134	0.4738884	0.3965576	0.04410599	0.04727034	0.03606246	0.40479	0.4264362
cg01981678	0.3003375	0.781608	0.754837	0.8271918	0.8039632	0.7937315	0.7565364	0.7802052	0.8516496	0.8520246	0.7099406	0.7408051	0.8245642	0.7116793	0.2750041	0.8289205	0.2949214	0.2528898	0.8171242
cg01984154	0.8446765	0.2928387	0.873314	0.3313117	0.8700164	0.9046402	0.8961124	0.3191467	0.3061482	0.3154883	0.8914422	0.8997894	0.3237807	0.5770588	0.896874	0.8754312	0.898664	0.2730032	0.293375
cg01991530	0.06304545	0.4767847	0.07066055	0.4836827	0.06458884	0.07669248	0.07097737	0.4985265	0.5827307	0.5788104	0.05948262	0.07304238	0.5726381	0.4208336	0.06739924	0.07289005	0.06704533	0.3806029	0.474966
cg01992742	0.8238465	0.4898516	0.8712676	0.5714545	0.8345922	0.03824586	0.8163155	0.8515944	0.7459065	0.5203569	0.8793583	0.85876	0.5121153	0.5808424	0.8351396	0.8744813	0.8872076	0.5671173	0.907725
cg02006792	0.05844911	0.03664391	0.04799118	0.4090635	0.04919908	0.04818415	0.05268286	0.02741989	0.02899689	0.03167439	0.8946953	0.9068926	0.4445149	0.4364137	0.04265287	0.04684783	0.9107474	0.4109749	0.4354666
cg02011394	0.9564072	0.4918358	0.9386125	0.5702557	0.9264207	0.9330957	0.9575503	0.4422327	0.5117027	0.494533	0.9509647	0.9594426	0.5027693	0.9784052	0.9739679	0.8965512	0.9382511	0.4395177	0.4813014
cg02012379	0.7489751	0.2859322	0.7810977	0.3015377	0.7629989	0.7715488	0.7567398	0.284889	0.2891883	0.325823	0.8431207	0.8057701	0.3279444	0.4209278	0.8059136	0.802051	0.8068103	0.2984547	0.3136893
cg02014396	0.9205942	0.9154097	0.4913059	0.9168272	0.916266	0.4856037	0.5787727	0.5047701	0.9318177	0.9086951	0.5100973	0.9382703	0.9340881	0.9250497	0.9348488	0.9264027	0.9299915	0.5486021	0.4989936
cg02032561	0.08184929	0.5254948	0.09702957	0.5987338	0.08932698	0.09873657	0.08934798	0.4345676	0.6005537	0.6990858	0.07002863	0.1135482	0.6216119	0.5137502	0.1529506	0.05855187	0.08777095	0.5266383	0.5236889
cg02037232	0.01403443	0.4346588	0.01333496	0.4697619	0.01439259	0.01570686	0.01010669	0.4497606	0.4502051	0.4681296	0.0119743	0.01171146	0.4718918	0.4675222	0.01429135	0.0158928	0.01553198	0.4707035	0.4374975
cg02042142	0.04731415	0.4456961	0.03415192	0.5045812	0.04583625	0.05108618	0.03966557	0.4958644	0.5110866	0.5726638	0.02866021	0.03325021	0.5725578	0.4720054	0.03109144	0.03457629	0.030525	0.4405746	0.5210742
cg02049865	0.07281734	0.5317118	0.07806314	0.5607796	0.0715133	0.07502495	0.07788737	0.5473016	0.5616316	0.578482	0.08299873	0.08280783	0.5924671	0.5552945	0.08626952	0.0776864	0.07708748	0.548148	0.5179824
cg02050847	0.9518066	0.4790223	0.9612755	0.4922796	0.9636196	0.959184	0.9576737	0.496803	0.509398	0.4911469	0.9587837	0.9685029	0.5023378	0.7218534	0.9629014	0.9583318	0.9597273	0.5066384	0.5018502
cg02056550	0.71007	0.2773862	0.7807413	0.2696541	0.723112	0.8137141	0.7264601	0.2400873	0.1519271	0.2817288	0.7635854	0.6972244	0.2839964	0.2975432	0.7479815	0.7796104	0.7700454	0.2815621	0.3026943
cg02067414	0.2256179	0.6600282	0.4833904	0.2368971	0.6615634	0.7388938	0.2540847	0.1814887	0.4978835	0.4739306	0.7066395	0.48868	0.4919862	0.5676255	0.4847773	0.2068443	0.2201541	0.4513429	0.5047706
cg02068164	0.1469312	0.1336038	0.07857689	0.4366966	0.1167134	0.1706628	0.206448	0.1223877	0.3423379	0.4247137	0.112381	0.145616	0.4802841	0.09377787	0.05702491	0.1779205	0.07876756	0.187225	0.6685898
cg02079756	0.4048912	0.8047582	0.4727679	0.8337435	0.8559708	0.8966089	0.4776356	0.9066665	0.409643	0.03010712	0.8368155	0.8837852	0.8409456	0.8293668	0.6306061	0.8965902	0.8407747	0.8958643	0.909686
cg02095003	0.05879142	0.4217648	0.05270683	0.5174129	0.06954983	0.06096381	0.06885347	0.4968237	0.5363547	0.5594998	0.06790758	0.07469925	0.5896257	0.4454885	0.05131755	0.05447625	0.06458129	0.4146424	0.3168126
cg02095995	0.0483776	0.4256575	0.05142611	0.4335196	0.0405213	0.03812906	0.04477232	0.4241322	0.4943535	0.5380933	0.0485984	0.03980821	0.497372	0.4817692	0.03242512	0.04883241	0.04063847	0.479172	0.3587742
cg02100397	0.05174754	0.4741469	0.4552844	0.5165059	0.9200133	0.4927881	0.5419298	0.4918878	0.04391802	0.5389914	0.4926763	0.9256761	0.5093595	0.06464986	0.5105603	0.5164097	0.05042825	0.5072114	0.4956518
cg02116333	0.1302884	0.4026558	0.1043824	0.4858691	0.1211152	0.1633885	0.07249079	0.4148334	0.4629338	0.5081244	0.1053389	0.07408383	0.4765054	0.365761	0.1024924	0.0759527	0.0476256	0.3816275	0.1622822
cg02120013	0.05366985	0.4128159	0.04194669	0.3583402	0.04782786	0.038951	0.0522412	0.3723419	0.3536578	0.4698947	0.05853318	0.04082406	0.4381915	0.413552	0.04046956	0.03645387	0.05669007	0.4355444	0.1981493
cg02120046	0.05550002	0.4362682	0.09946422	0.4495007	0.05340476	0.06720112	0.1131124	0.3680299	0.485738	0.5220863	0.06059625	0.04479146	0.4761373	0.421823	0.05629691	0.08189179	0.05358797	0.4679115	0.511401
cg02120552	0.635467	0.6595935	0.7920605	0.7026329	0.223879	0.855862	0.6600845	0.8393673	0.2411487	0.6924029	0.757309	0.7395752	0.7314623	0.7049726	0.4654521	0.8711995	0.7456703	0.2480845	0.848852
cg02126249	0.7155198	0.2999875	0.6815832	0.3794039	0.6944295	0.7041006	0.7103733	0.3013602	0.3262442	0.2918425	0.7057757	0.7191418	0.2993663	0.8589644	0.7268262	0.7234563	0.7061817	0.2902439	0.2978979
cg02129146	0.6732188	0.3021687	0.7562197	0.3034368	0.743567	0.7928072	0.7076133	0.30032	0.2779576	0.2987597	0.7416679	0.6913635	0.3208378	0.3145819	0.696956	0.7916474	0.7068763	0.2760741	0.2903142
cg02129889	0.03149493	0.3779784	0.02938864	0.4136124	0.02987528	0.02905877	0.0262773	0.3632554	0.3993736	0.367605	0.02974097	0.03103894	0.4757523	0.448547	0.02966115	0.02640691	0.030523	0.3812769	0.4605448
cg02135891	0.63617	0.8019666	0.3409402	0.3835456	0.3466019	0.5974911	0.3125374	0.5031877	0.8833936	0.8119195	0.3623656	0.3702812	0.721824	0.4042759	0.5736306	0.6899413	0.3318965	0.3925526	0.4542504
cg02148711	0.03111995	0.4372904	0.03037021	0.4850683	0.03840198	0.03576504	0.02917631	0.4672711	0.5127692	0.5685937	0.03757069	0.0377977	0.5366392	0.4680608	0.0339125	0.03032824	0.04114967	0.4937908	0.4512329
cg02157463	0.05961087	0.06385668	0.0613322	0.3699645	0.6249116	0.6247517	0.3749621	0.6639764	0.314525	0.04102024	0.3815312	0.3800817	0.04553485	0.69722	0.5727973	0.4304205	0.6797292	0.6515245	0.05166751
cg02157475	0.07426095	0.4341583	0.08290482	0.4822698	0.06233088	0.07306279	0.06169574	0.4443315	0.4172235	0.4450649	0.06218023	0.0629611	0.4698773	0.4893814	0.05292153	0.0550193	0.06031867	0.4822752	0.4353588
cg02165720	0.0289631	0.3535981	0.02715514	0.3596583	0.03664774	0.02413182	0.02698067	0.4560549	0.4483792	0.5793812	0.02789884	0.02399456	0.5238879	0.4355662	0.03039213	0.02463403	0.02414755	0.4549313	0.3385531
cg02167895	0.902163	0.4085681	0.9136818	0.4417154	0.9093676	0.9190453	0.9034091	0.4395461	0.3523755	0.4415426	0.8906054	0.9130886	0.4618298	0.4786763	0.9158496	0.9162163	0.9048369	0.4867999	0.4729776
cg02171833	0.443148	0.6995047	0.04668354	0.468552	0.6491064	0.6105425	0.3076333	0.7499897	0.8610285	0.7366015	0.7439404	0.734848	0.4025567	0.5890966	0.2802061	0.6516778	0.04926495	0.6709443	0.6994575
cg02173328	0.4305651	0.02673816	0.4463078	0.02979916	0.457907	0.4763654	0.2905323	0.8363463	0.4186484	0.831618	0.04364752	0.8399878	0.8167594	0.7627457	0.03022174	0.4834583	0.8516817	0.03108434	0.04053468
cg02179438	0.05526081	0.5306988	0.05728747	0.5269301	0.05824677	0.04631298	0.0663462	0.4865046	0.589439	0.6154678	0.05224661	0.05403232	0.6136962	0.4736176	0.07903437	0.03792895	0.05904699	0.5512933	0.4634968
cg02179473	0.8513032	0.4752689	0.8216858	0.85947	0.4930595	0.8356385	0.8659103	0.4169878	0.0289802	0.8853677	0.4876041	0.8975866	0.8754804	0.8636553	0.8823408	0.8859661	0.8892917	0.869815	0.8670693
cg02216016	0.5533164	0.6026646	0.5641049	0.5611763	0.5500003	0.5589062	0.5299495	0.9413803	0.9407551	0.6194291	0.9418016	0.5727453	0.9447014	0.6011118	0.5843675	0.9330932	0.9434674	0.574955	0.9416578
cg02217425	0.1051611	0.6236194	0.8516518	0.577122	0.552387	0.1068841	0.5785921	0.6306633	0.603604	0.5727198	0.8886014	0.6066126	0.8883618	0.1582407	0.8954423	0.5396588	0.6088209	0.5666376	0.8863711
cg02232536	0.04001678	0.4363969	0.04982416	0.4412998	0.05294375	0.04517271	0.0468166	0.408538	0.4310254	0.4960979	0.034095	0.04355451	0.5490429	0.4829041	0.0324746	0.03988694	0.03591887	0.462161	0.5149646
cg02233190	0.04841555	0.4786228	0.04195558	0.4954443	0.03855696	0.170615	0.06736418	0.4960366	0.4708421	0.4940627	0.08166002	0.04349375	0.4895931	0.3077342	0.07114546	0.06183819	0.04890665	0.5091037	0.4967179
cg02246922	0.9724791	0.06396977	0.9726321	0.9692232	0.6653717	0.6601444	0.615262	0.05995464	0.7061665	0.7577459	0.9635809	0.9715336	0.9688842	0.9744905	0.03841625	0.03530529	0.6138089	0.620839	0.9672674
cg02263675	0.1023084	0.4317202	0.06406961	0.4125107	0.09397615	0.05363607	0.09146604	0.5189263	0.5154368	0.5302412	0.1220759	0.1044809	0.4903768	0.4687752	0.08307966	0.07038231	0.1159145	0.4658176	0.4592299
cg02264182	0.06320869	0.4700022	0.04735783	0.4660383	0.04941076	0.03940003	0.05716522	0.4433475	0.5147603	0.5361226	0.05297378	0.04163687	0.5915364	0.439357	0.03734974	0.05044932	0.0427268	0.4645622	0.5390967
cg02272584	0.9127699	0.3009381	0.9052894	0.2846299	0.7601819	0.9067782	0.9312437	0.3019024	0.3298127	0.3027606	0.922102	0.9366491	0.3336954	0.716825	0.9257233	0.9305118	0.9292604	0.2902939	0.2904537
cg02274705	0.04627587	0.4591633	0.05714658	0.5302012	0.05165674	0.0687246	0.06415155	0.323801	0.5246428	0.6115102	0.04848505	0.05464018	0.5794031	0.5116345	0.04998786	0.06189598	0.06011958	0.5144839	0.4627158
cg02283535	0.0379924	0.4890214	0.03615734	0.5054058	0.03830626	0.04037082	0.04313626	0.4877152	0.5438128	0.5432973	0.0284825	0.03218397	0.5298937	0.504124	0.03282426	0.03385533	0.03375353	0.4756527	0.3994302
cg02285579	0.04574373	0.5366784	0.05664911	0.5375786	0.05963638	0.06245418	0.3813784	0.6333155	0.6513348	0.6712364	0.1257137	0.07280546	0.5926168	0.4733364	0.1206465	0.01589819	0.09598965	0.4656798	0.548683
cg02288667	0.07819837	0.4283755	0.07723789	0.4797191	0.07443767	0.06569028	0.08211996	0.4331254	0.5133328	0.4872088	0.07461741	0.042477	0.5034346	0.4128225	0.0540778	0.07165439	0.05051081	0.4714429	0.4105377
cg02290962	0.0459871	0.3462157	0.04911724	0.356141	0.04617902	0.0443628	0.04721586	0.3780563	0.3931684	0.4812703	0.04593987	0.05116782	0.4534904	0.4186477	0.03325183	0.02930394	0.03517618	0.3823886	0.4382526
cg02291897	0.01903516	0.4180942	0.01848039	0.458075	0.02091143	0.02022909	0.01916341	0.4589043	0.5317819	0.5448759	0.01776727	0.01876144	0.5043075	0.3801592	0.01851637	0.01773411	0.02010864	0.4310564	0.4397702
cg02295504	0.03041079	0.5097386	0.03184038	0.5106012	0.02798417	0.0299953	0.03191709	0.5105889	0.573152	0.5652866	0.02745174	0.02598774	0.5410263	0.465201	0.02452705	0.02943252	0.03078497	0.5145434	0.440358
cg02301364	0.03995321	0.4284734	0.03794936	0.4475706	0.03221624	0.04958169	0.03610702	0.3626887	0.4867805	0.5264436	0.03297163	0.02744869	0.5062098	0.4615408	0.0330602	0.03380048	0.03724887	0.4523598	0.4818982
cg02320265	0.4732435	0.4940152	0.8776422	0.4896901	0.8826511	0.8500088	0.9016313	0.8516222	0.9337917	0.5168579	0.8707801	0.8929434	0.4692507	0.5264132	0.8902982	0.5269308	0.9036373	0.5203937	0.4980459
cg02323098	0.02855579	0.02404492	0.4726079	0.4912031	0.02207871	0.4417632	0.4692047	0.4795794	0.02675561	0.02443871	0.02630747	0.8858202	0.02752017	0.02567797	0.4806735	0.4980964	0.448321	0.4649467	0.4327947
cg02333283	0.03763704	0.5720274	0.03696597	0.6012898	0.03152385	0.04531266	0.03679007	0.5978995	0.6101537	0.677819	0.03230365	0.03530244	0.6394071	0.594333	0.03245649	0.04653414	0.03665402	0.5702494	0.5721472
cg02340092	0.8717639	0.3104311	0.8898206	0.3255302	0.8897166	0.8968397	0.8804142	0.3062937	0.2583694	0.3210997	0.8656944	0.8868076	0.3152941	0.3496442	0.9096892	0.895689	0.8910484	0.2795695	0.2892271
cg02354343	0.1105905	0.4388071	0.1233912	0.5535304	0.1121164	0.1007369	0.1163989	0.415673	0.5815734	0.6027134	0.110691	0.1111121	0.5781847	0.4553315	0.1068782	0.1059965	0.1190298	0.5337849	0.4784348
cg02355809	0.4640779	0.0396505	0.03221608	0.4607745	0.03072139	0.4686455	0.5268382	0.5063043	0.392204	0.4235808	0.741157	0.4318777	0.0351612	0.5016671	0.0290667	0.03036408	0.8396977	0.506846	0.8392421
cg02356645	0.03244925	0.3215862	0.9139659	0.9003016	0.4816574	0.916532	0.5217941	0.9223492	0.9001224	0.892379	0.4743327	0.5422118	0.8718828	0.9025609	0.8629129	0.4888168	0.891427	0.909465	0.9101731
cg02370566	0.04483838	0.3615098	0.8444248	0.03795231	0.3999462	0.3909977	0.3473216	0.8578812	0.05348225	0.7366066	0.7359158	0.03987524	0.7370987	0.3642221	0.03118835	0.3736625	0.4128868	0.3434434	0.03714295
cg02395364	0.04817559	0.3085356	0.03938208	0.3713091	0.04120673	0.04166279	0.04073373	0.3827485	0.4019323	0.53351	0.04388625	0.04488329	0.4231407	0.3854713	0.05126819	0.04224627	0.04659795	0.3735826	0.2594306
cg02401352	0.4022327	0.786146	0.4376573	0.4343556	0.03115857	0.4110476	0.02463771	0.4024614	0.4064862	0.412967	0.7889743	0.392125	0.03089368	0.02990197	0.3954445	0.3941178	0.4103724	0.02472183	0.815269
cg02402208	0.870002	0.3037704	0.8666779	0.3393342	0.8729566	0.8835772	0.868256	0.2846581	0.3013015	0.2828444	0.8871356	0.8766555	0.3204414	0.4313926	0.8962413	0.8417686	0.8906707	0.3103119	0.2999204
cg02433893	0.4964355	0.8419303	0.4601105	0.03123845	0.4969487	0.5427089	0.4552864	0.8956329	0.5002714	0.03629411	0.4942391	0.8876985	0.8863364	0.8802065	0.483613	0.8784813	0.8794157	0.5303673	0.8932551
cg02447542	0.8357072	0.6968261	0.2298161	0.196594	0.5091358	0.2393911	0.1840215	0.4047645	0.7014237	0.3858036	0.3534484	0.403212	0.1601304	0.3925844	0.4144939	0.2193755	0.5253461	0.585673	0.2734084
cg02451693	0.04225955	0.5219413	0.03935604	0.5636781	0.03867635	0.03667569	0.0372271	0.4841735	0.5348325	0.6613704	0.04062865	0.03928296	0.5509634	0.4943361	0.03647968	0.04353067	0.04192933	0.4810001	0.5294876
cg02453376	0.895303	0.3039641	0.3114416	0.897133	0.8823265	0.3147105	0.907371	0.8856796	0.8999055	0.8782946	0.3305505	0.9287639	0.3269808	0.9114974	0.8833456	0.310867	0.9225665	0.8626365	0.9036157
cg02454670	0.07248537	0.4350466	0.0845617	0.465966	0.06347984	0.07818066	0.07536346	0.3851364	0.4509815	0.5412251	0.06069167	0.06546262	0.4966996	0.4249716	0.05425175	0.06617271	0.07822287	0.4650026	0.2823626
cg02456261	0.04986578	0.4381928	0.04966661	0.4045382	0.04597375	0.03545809	0.04539077	0.4388744	0.4320988	0.4777932	0.0573217	0.04142852	0.4528351	0.433084	0.03851673	0.03938771	0.04718803	0.4680585	0.2934227
cg02458532	0.2008929	0.5423077	0.4293467	0.5382993	0.2839811	0.1813461	0.285405	0.4988074	0.5769145	0.6106076	0.178165	0.2549304	0.536048	0.5598246	0.3096039	0.190471	0.2493001	0.5877697	0.4660685
cg02459704	0.1382813	0.5402352	0.1209048	0.4546278	0.1455984	0.2333143	0.1508612	0.3331764	0.674078	0.6651408	0.1246014	0.3262327	0.5492109	0.6597611	0.2136046	0.1189054	0.3173792	0.4327986	0.5693021
cg02464073	0.4718356	0.4746614	0.03559778	0.9412327	0.4968927	0.034055	0.484574	0.4796187	0.9342372	0.9468572	0.4752361	0.9350762	0.02680086	0.03210851	0.5114584	0.9284203	0.5164794	0.494869	0.483907
cg02465785	0.01309242	0.3169186	0.01299281	0.3253499	0.01300046	0.01293817	0.01304632	0.3703103	0.3486189	0.4136549	0.01306024	0.01069615	0.4174232	0.3191465	0.01211954	0.01211081	0.01181434	0.2823775	0.3906008
cg02466788	0.2415842	0.6658268	0.3707615	0.5648255	0.58155	0.3467169	0.8620993	0.6433747	0.3047899	0.2190613	0.536173	0.6245783	0.6090014	0.5836324	0.8446007	0.8377772	0.7016637	0.5580805	0.5966267
cg02479782	0.438563	0.4539373	0.07770821	0.7003933	0.4503697	0.09197644	0.07950749	0.4448078	0.0544515	0.05358917	0.06559486	0.06472626	0.4395191	0.05796295	0.07096883	0.08305287	0.4053712	0.07311902	0.09402817
cg02480419	0.025314	0.3799876	0.02081926	0.4288563	0.02132134	0.02427708	0.02331965	0.3868661	0.3582194	0.4104337	0.02318885	0.02492357	0.3768648	0.3056093	0.0229078	0.02071969	0.02470552	0.3944254	0.2195009
cg02491969	0.8640955	0.2469696	0.8585378	0.2193396	0.8684811	0.8574393	0.8642359	0.2565349	0.2430259	0.2979949	0.8874557	0.8696215	0.2102776	0.3672611	0.8546144	0.8908445	0.87701	0.1799188	0.164982
cg02496423	0.05652586	0.581842	0.05876269	0.5767559	0.05412232	0.05330438	0.06284943	0.5672256	0.6257362	0.6716303	0.04751362	0.0509729	0.5416675	0.5253065	0.0555651	0.05579374	0.04757671	0.5632758	0.517621
cg02502145	0.5677806	0.04182939	0.5444906	0.04158977	0.04173564	0.5689689	0.04397541	0.5608393	0.04553956	0.04558202	0.05014507	0.04382002	0.03358797	0.5271081	0.04233049	0.04400636	0.03854694	0.5562118	0.04409262
cg02502174	0.7776578	0.4474513	0.8696115	0.5136014	0.8498902	0.9012729	0.5072308	0.6307662	0.3088713	0.4712731	0.7747955	0.7801475	0.5056441	0.5674739	0.6650534	0.8790434	0.7981432	0.5875435	0.6350272
cg02510708	0.04681289	0.4892646	0.04604228	0.4501011	0.04393882	0.04905337	0.04908405	0.4942199	0.5253561	0.4402745	0.04249812	0.03923119	0.5413177	0.4552265	0.03554857	0.04424148	0.04024003	0.4949197	0.4526415
cg02522936	0.9184897	0.2964874	0.9374409	0.2888447	0.9330347	0.9395484	0.9278825	0.3059676	0.3109576	0.2892107	0.9251856	0.9394641	0.3515951	0.6435814	0.9054698	0.931646	0.9302663	0.3075861	0.3148025
cg02523105	0.06507441	0.3480032	0.071897	0.5181747	0.1084388	0.08103038	0.08549774	0.3890991	0.4595577	0.4995512	0.07370319	0.1191858	0.630965	0.4432741	0.08905949	0.07365948	0.0727644	0.5160516	0.5009878
cg02533724	0.03306693	0.3902746	0.8560411	0.4257375	0.4193538	0.02809413	0.02588997	0.03309069	0.02386956	0.6379185	0.4834995	0.7745468	0.4522404	0.4201446	0.320545	0.538618	0.46366	0.4520159	0.530112
cg02539843	0.08031634	0.4908396	0.09242127	0.4715796	0.0947681	0.06486871	0.1015228	0.5410079	0.489228	0.5569432	0.08632178	0.1010987	0.5159809	0.3892907	0.07994076	0.06755576	0.09623684	0.495726	0.405293
cg02540440	0.9172265	0.503525	0.9269842	0.5336684	0.8845193	0.8901845	0.9789908	0.5096726	0.4742244	0.5307356	0.8273475	0.8389854	0.5848931	0.5752731	0.9697945	0.84699	0.7403059	0.5107251	0.4246344
cg02547323	0.09081915	0.5050655	0.1038425	0.5617731	0.100964	0.07756877	0.1200877	0.5624204	0.5911399	0.6230362	0.09095558	0.1021137	0.6372301	0.5202098	0.08255099	0.07927992	0.09690895	0.5139263	0.5797588
cg02553463	0.9087648	0.3752836	0.9021353	0.4101693	0.9162422	0.9189411	0.9222843	0.3980841	0.4007459	0.491241	0.9166941	0.9250278	0.428859	0.4597008	0.9196819	0.927484	0.9262589	0.4365201	0.4059473
cg02567750	0.3273393	0.33156	0.2984302	0.337694	0.3392301	0.8274811	0.8630168	0.3060241	0.2935833	0.3422329	0.867689	0.8555127	0.87898	0.3804376	0.8711649	0.2964098	0.387642	0.8499793	0.8707024
cg02573613	0.04100997	0.4029281	0.04997202	0.4390658	0.04677242	0.04152061	0.04120106	0.3912781	0.3976335	0.5547839	0.03829842	0.03591316	0.57818	0.4376758	0.02976497	0.03481933	0.03417595	0.4148174	0.2966244
cg02573922	0.4529569	0.7816405	0.8024526	0.8034002	0.7920542	0.7689603	0.4578682	0.4574056	0.8200896	0.8592314	0.8043523	0.7932959	0.8290975	0.8088985	0.4628788	0.8516495	0.4894368	0.8273171	0.7760147
cg02575605	0.3020019	0.3039742	0.3154561	0.3102801	0.3180299	0.3073812	0.2916585	0.300207	0.9132313	0.8350509	0.8634962	0.8461168	0.8558415	0.8804621	0.873457	0.8751152	0.3216233	0.8822213	0.27839
cg02589074	0.04582499	0.428181	0.05831966	0.4250789	0.05013473	0.06113773	0.04607167	0.3567905	0.3664503	0.4655905	0.04242849	0.04004936	0.4293576	0.4057437	0.0349659	0.04977928	0.04065166	0.3371114	0.4962321
cg02605540	0.8928621	0.9005009	0.879259	0.9001556	0.02478648	0.8845311	0.9021677	0.5076769	0.5640834	0.9204997	0.5300057	0.5152597	0.5108592	0.8626993	0.9350435	0.8953955	0.9107088	0.9115436	0.9121106
cg02606988	0.7100005	0.2889429	0.6982904	0.2958363	0.6935486	0.7888603	0.7835314	0.3449967	0.3307832	0.3317422	0.6938273	0.787809	0.3101382	0.8442393	0.8215611	0.6726335	0.8056001	0.2955302	0.2966514
cg02615131	0.0154137	0.5373876	0.01381453	0.5104247	0.0153043	0.01914341	0.01598939	0.4521555	0.5853743	0.6044889	0.01654852	0.01505453	0.5602122	0.4738885	0.01362875	0.01422128	0.01498169	0.5222844	0.5199424
cg02621658	0.040001	0.5360483	0.04043904	0.5649679	0.04488175	0.04072989	0.03797619	0.5102402	0.5786892	0.5457562	0.03363909	0.03442249	0.5780454	0.5191398	0.03194172	0.04046282	0.03231103	0.5086228	0.4010534
