	AMZ01	AMZ02	AMZ03	AMZ04	AMZ06	AMZ07	AMZ08	AMZ09	AMZ10	AMZ11	AMZ12	AMZ13	AMZ14	AMZ15	AMZ16	AMZ17	AMZ18	AMZ19	AMZ20
cg02295504	0.0289347	0.4992935	0.02825952	0.4900845	0.02595653	0.03078652	0.02926891	0.4300434	0.4722498	0.4814158	0.02432441	0.03455548	0.5142162	0.4723615	0.02398344	0.02933745	0.02818235	0.4715325	0.4561211
cg02301364	0.04697757	0.418172	0.0414843	0.4332669	0.04179591	0.04040468	0.03650251	0.3479482	0.4053575	0.4352141	0.03648958	0.0444566	0.4918439	0.4495902	0.02740591	0.0382583	0.03268893	0.4411712	0.4686593
cg02320265	0.4774235	0.4693645	0.8717015	0.4600873	0.8604361	0.8302281	0.8443602	0.8499629	0.8658487	0.5069432	0.8697265	0.8675116	0.5056268	0.5093566	0.8803362	0.497377	0.9027944	0.4652394	0.4962079
cg02323098	0.02133931	0.02421375	0.4948663	0.4641291	0.0230298	0.5009184	0.4434405	0.4878935	0.02727072	0.02515471	0.02776394	0.8630887	0.02272657	0.02740343	0.4638939	0.4340114	0.4843534	0.4445399	0.4600169
cg02333283	0.03808607	0.5228056	0.03889149	0.5685917	0.03423251	0.04513538	0.03469983	0.5386103	0.5545206	0.5872097	0.03615329	0.1790044	0.573231	0.5601264	0.03817268	0.08907287	0.04453827	0.5753534	0.5468118
cg02340092	0.8518675	0.3376406	0.8875726	0.3111908	0.8725103	0.8097068	0.8333281	0.7816731	0.2995206	0.3174532	0.8854828	0.8622019	0.3514785	0.3443445	0.8869607	0.8524927	0.8928585	0.2934541	0.318331
cg02354343	0.09735283	0.4676318	0.09467657	0.5293302	0.1027905	0.1130276	0.1070806	0.2795124	0.4773928	0.5415078	0.08285392	0.08561135	0.5420637	0.333655	0.08559264	0.1034379	0.09969491	0.5077047	0.4681537
cg02355809	0.4330779	0.03427696	0.03371903	0.4563773	0.03511269	0.4422364	0.4807757	0.4432375	0.4006804	0.433441	0.6669181	0.4422407	0.02712254	0.4306057	0.02430242	0.03135356	0.8285268	0.4687992	0.6365347
cg02356645	0.02788654	0.33985	0.9142299	0.914754	0.4663541	0.8887909	0.4869093	0.7780061	0.9020486	0.917357	0.4697062	0.5246509	0.9290839	0.8930342	0.8584397	0.4900831	0.9135502	0.8971225	0.9262817
cg02370566	0.03221776	0.4442686	0.7390343	0.03736727	0.4199477	0.4483399	0.4162981	0.617809	0.03847337	0.7952285	0.8257637	0.03957786	0.825293	0.376778	0.03180683	0.3778092	0.4411003	0.4201597	0.03239829
cg02395364	0.04918076	0.2768424	0.04551818	0.3531338	0.03932799	0.06252739	0.04016877	0.3267359	0.3407233	0.435287	0.04131806	0.04210489	0.4278964	0.3749146	0.03898262	0.04034382	0.03926491	0.3421537	0.2745947
cg02401352	0.4000715	0.7090394	0.4537617	0.4498497	0.03381001	0.3802382	0.03718785	0.2664545	0.3645128	0.390805	0.745257	0.4210008	0.03193306	0.03180003	0.3929446	0.4084232	0.4089022	0.03263777	0.7453674
cg02402208	0.8696713	0.3133356	0.859586	0.3130697	0.8677771	0.8557147	0.8593191	0.8417122	0.2973274	0.2946584	0.8886194	0.8953207	0.3599794	0.3244602	0.8919048	0.8679236	0.8883872	0.3075821	0.331088
cg02433893	0.4713435	0.8340111	0.4704246	0.03478442	0.4594955	0.4901722	0.4514399	0.695326	0.4719094	0.03399144	0.4914892	0.8823082	0.8892057	0.8729307	0.4977916	0.8837933	0.8747546	0.4618051	0.8347708
cg02447542	0.8381967	0.5321456	0.3330879	0.1735518	0.4448071	0.2770153	0.1882802	0.3745178	0.6580537	0.3340764	0.4016952	0.4799249	0.1377468	0.3939308	0.4524868	0.247122	0.5279779	0.6539502	0.3789239
cg02451693	0.03994301	0.5052365	0.04196272	0.5175231	0.03714663	0.03611609	0.03448109	0.4451614	0.4981679	0.5855103	0.04020322	0.0352957	0.5262918	0.4910919	0.03660468	0.04525753	0.04505197	0.4997847	0.5595273
cg02453376	0.9116824	0.3052502	0.296419	0.8997111	0.8611082	0.290269	0.9167479	0.9087807	0.9070189	0.9056044	0.3402892	0.9126187	0.3392572	0.8969083	0.9241237	0.322314	0.9266119	0.852498	0.9118309
cg02454670	0.06451437	0.4191539	0.08175754	0.4391164	0.1076285	0.06676486	0.07687038	0.3037452	0.3642273	0.4357085	0.06582858	0.06841412	0.459671	0.4575062	0.06464071	0.06784378	0.07683392	0.4200831	0.3227459
cg02456261	0.04387857	0.4009425	0.05911652	0.3999777	0.06531007	0.06488321	0.0624717	0.3034639	0.4245464	0.4639263	0.0564297	0.04672467	0.4634351	0.4598057	0.06276833	0.06563495	0.05072256	0.4629758	0.3328025
cg02458532	0.1399197	0.6437175	0.3981629	0.5033124	0.3218882	0.2465251	0.1222438	0.330484	0.4021396	0.5236953	0.1595555	0.1345273	0.4762426	0.6164289	0.1243246	0.2027542	0.1356459	0.6272702	0.5027232
cg02459704	0.1408742	0.5207666	0.1488344	0.4308297	0.09765919	0.23543	0.103205	0.2872484	0.4144789	0.6596254	0.1205463	0.1843403	0.4736385	0.5071284	0.09912598	0.1116529	0.2311018	0.4387296	0.6107157
cg02464073	0.4576067	0.4482666	0.02879717	0.9303607	0.4662678	0.03448131	0.4763507	0.4892655	0.9002497	0.9116243	0.5039102	0.8989033	0.03249212	0.06016128	0.5028686	0.9068168	0.5013586	0.5035955	0.5060104
cg02465785	0.01285403	0.3216555	0.01321156	0.2963925	0.0122114	0.01347871	0.01338615	0.3078328	0.3009946	0.3707608	0.01141173	0.02113648	0.3742002	0.3121159	0.01142434	0.01589396	0.01218724	0.2533116	0.3697408
cg02466788	0.2666538	0.5852633	0.3540944	0.5346767	0.5567427	0.2741598	0.7614498	0.6784609	0.4220532	0.2687374	0.5326929	0.5961375	0.5613307	0.6365909	0.8228075	0.8315208	0.7320145	0.6083144	0.5418821
cg02479782	0.4685118	0.4446923	0.08198062	0.7773357	0.4521569	0.08733004	0.0696715	0.2905333	0.09206357	0.05438566	0.06599041	0.07954908	0.4918378	0.06713627	0.05962951	0.06815076	0.4283014	0.06932665	0.05847353
cg02480419	0.02101062	0.34066	0.01980453	0.3520297	0.02239878	0.02080865	0.02121762	0.2999327	0.3366609	0.3810374	0.0219367	0.02412683	0.3731352	0.2907963	0.02182948	0.02328848	0.02266907	0.3564911	0.2372272
cg02491969	0.879534	0.2082645	0.8697482	0.1670147	0.8642139	0.8703136	0.8535149	0.8133381	0.2368826	0.291003	0.9058804	0.8858964	0.2303712	0.2331541	0.8937568	0.8899788	0.8943947	0.1709232	0.199775
cg02496423	0.0511151	0.5053667	0.05322965	0.5055429	0.05247013	0.05491338	0.0542385	0.4161544	0.4656929	0.5961283	0.04016391	0.04879678	0.4654804	0.4819227	0.04809256	0.05639494	0.04873915	0.517691	0.5552838
cg02502145	0.5522183	0.03656902	0.5474939	0.04860549	0.05293941	0.5415283	0.05380633	0.3658628	0.06884304	0.03990664	0.04835809	0.04025645	0.0450621	0.5461733	0.03527539	0.04500164	0.04594649	0.5032383	0.04080894
cg02502174	0.8658797	0.5903216	0.8335175	0.6382221	0.8780987	0.8371593	0.4922512	0.6132075	0.4861581	0.594025	0.8718802	0.8648527	0.5379881	0.613039	0.8610399	0.8346192	0.8699552	0.5694505	0.5435168
cg02510708	0.04446591	0.4672308	0.04522189	0.4513459	0.04179493	0.04825312	0.04676824	0.3768978	0.3997365	0.4281447	0.04262699	0.04209867	0.4909225	0.4564463	0.03894457	0.04556252	0.04110392	0.4673644	0.4724698
cg02522936	0.9262412	0.3017412	0.9423198	0.286692	0.9380946	0.9096705	0.9327637	0.9282375	0.3008971	0.3553107	0.937018	0.9427915	0.3494265	0.3500246	0.9477369	0.9399652	0.9446876	0.3537907	0.3451607
cg02523105	0.08454725	0.3675625	0.05970507	0.3424746	0.07255057	0.06542997	0.08171686	0.2125991	0.4150399	0.4735294	0.0567745	0.08551106	0.4540507	0.4627325	0.08003543	0.07384154	0.07596573	0.3777936	0.5365534
cg02533724	0.02846775	0.5098747	0.8910219	0.5180466	0.4900203	0.0253036	0.02947998	0.03821697	0.03375307	0.9196645	0.5138534	0.8912644	0.5141439	0.5239611	0.5482231	0.5051739	0.4902707	0.465204	0.5498969
cg02539843	0.09460424	0.4117338	0.09346	0.4492492	0.08592153	0.08344326	0.07552607	0.4332723	0.4359564	0.520658	0.077221	0.08329945	0.5488725	0.4107055	0.06881765	0.07524731	0.08821097	0.4665603	0.3648138
cg02540440	0.8681299	0.482895	0.9012523	0.4541127	0.8279344	0.9089848	0.9489669	0.5225464	0.4721296	0.534456	0.8289802	0.7739043	0.5549898	0.5557616	0.7603617	0.8621634	0.5993186	0.4958734	0.5151937
cg02547323	0.1069035	0.4595594	0.1427819	0.4812152	0.09786229	0.2208733	0.1037792	0.5009395	0.547627	0.5540165	0.09910483	0.08310881	0.6184491	0.46472	0.1158879	0.1218	0.09496033	0.455229	0.6145076
cg02553463	0.920963	0.4023422	0.9246895	0.4013798	0.9316936	0.9236372	0.9218999	0.5318832	0.4161559	0.4471312	0.9367025	0.923132	0.4411858	0.467962	0.9329909	0.9149427	0.9282935	0.4513905	0.4511255
cg02567750	0.3245854	0.3365232	0.3079123	0.2949711	0.3410803	0.8634532	0.8435468	0.8341218	0.3506937	0.2652317	0.8757595	0.8673419	0.8918658	0.3677932	0.8386586	0.3508806	0.3196305	0.8551073	0.8820595
cg02573613	0.04430272	0.428916	0.04637365	0.3526951	0.05561249	0.03378503	0.04691915	0.3012833	0.3185486	0.4109285	0.03268695	0.05591339	0.4998667	0.3565494	0.05590549	0.05101984	0.04073834	0.4160604	0.3127336
cg02573922	0.4403362	0.7647469	0.7639495	0.8238218	0.7718595	0.6835678	0.4160803	0.4445838	0.7617021	0.805523	0.7853929	0.7638398	0.7866113	0.8195123	0.4630282	0.80326	0.4700095	0.7857574	0.7934843
cg02575605	0.2982841	0.3003325	0.3134867	0.3093208	0.2840502	0.2967408	0.3054038	0.3044312	0.8974768	0.8926178	0.8706092	0.8871604	0.8883925	0.8770446	0.8826315	0.8656771	0.3284273	0.8884987	0.3024264
cg02589074	0.05404792	0.4313184	0.0587427	0.347296	0.06346395	0.04944619	0.04991735	0.3063261	0.3691483	0.4533241	0.04340319	0.05859826	0.3618086	0.408243	0.04468047	0.05669654	0.04763477	0.3422862	0.457294
cg02605540	0.879322	0.8585959	0.890913	0.869267	0.0330401	0.8483037	0.8359611	0.6410765	0.4722505	0.848682	0.5166228	0.5100481	0.4943574	0.8705997	0.9138407	0.8848269	0.9147749	0.8841765	0.9157987
cg02606988	0.6413262	0.3822765	0.6890334	0.3494598	0.683543	0.7300457	0.760117	0.7347736	0.3005866	0.3068767	0.670054	0.7921706	0.3157944	0.9132798	0.7767214	0.6750808	0.7739248	0.8661804	0.3294916
cg02615131	0.01877678	0.5388176	0.01627387	0.4937128	0.0184068	0.02660945	0.04941554	0.4404491	0.4492338	0.5379473	0.01648528	0.02310505	0.5011566	0.4664259	0.01570004	0.02265009	0.01527858	0.4733742	0.5050619
cg02621658	0.04520796	0.5325604	0.04421353	0.5154573	0.04549567	0.05205253	0.05432943	0.4714128	0.5414581	0.5073473	0.03592668	0.04121473	0.5414039	0.4910737	0.04112197	0.05027438	0.03530542	0.5048502	0.4246451
cg02622846	0.7190043	0.7187268	0.02864427	0.7412306	0.03908247	0.7099261	0.7104139	0.7066961	0.7286619	0.7519555	0.7488448	0.4143818	0.7222647	0.422725	0.4823303	0.416854	0.4443213	0.6962579	0.7308462
cg02626719	0.1160449	0.4728099	0.1358821	0.4902289	0.1012297	0.2440356	0.2245589	0.4152091	0.5679539	0.5325225	0.1400512	0.108111	0.532988	0.5164588	0.2158422	0.1473549	0.06530558	0.5394179	0.5429502
cg02627298	0.04848383	0.4344787	0.04435722	0.4041889	0.05081458	0.04141301	0.03801551	0.3873934	0.4312661	0.4944093	0.04275814	0.05652086	0.3456453	0.4416138	0.03032601	0.0556742	0.0432808	0.4632628	0.3411866
cg02627872	0.902712	0.02217452	0.9109286	0.02673837	0.02210062	0.4846755	0.9069817	0.4531719	0.9128145	0.4620017	0.02082971	0.02643085	0.9219682	0.4931509	0.9274908	0.4430371	0.4409889	0.0233854	0.4366831
cg02630070	0.8390036	0.386515	0.8754886	0.3953998	0.8784879	0.8333439	0.8365248	0.4886974	0.3583627	0.3944412	0.862833	0.7983168	0.3736049	0.407271	0.858179	0.8657649	0.8921754	0.4008078	0.3684658
cg02634916	0.0320173	0.3617719	0.0294002	0.3949575	0.03469543	0.03171069	0.02970224	0.3218544	0.3532548	0.3818853	0.02808328	0.03429236	0.4679703	0.431284	0.03982466	0.03658097	0.0395866	0.4456072	0.4663407
cg02637222	0.5229279	0.9238138	0.9191797	0.9278197	0.5371206	0.9207763	0.5264273	0.7859619	0.5290463	0.9306319	0.9296741	0.5268947	0.93276	0.04665297	0.5236194	0.925664	0.5181587	0.9236012	0.9402736
cg02637608	0.05382929	0.4856757	0.06783997	0.4922422	0.04697181	0.1064545	0.05260906	0.3632771	0.3938809	0.5571007	0.05691085	0.1481641	0.4955467	0.4624243	0.05377668	0.07147789	0.05671911	0.5121115	0.4889294
cg02645808	0.2068832	0.492536	0.1831862	0.4997127	0.1959049	0.1874903	0.09675761	0.4416765	0.4820825	0.4708024	0.09326147	0.3063162	0.5271061	0.5162065	0.1206733	0.2006509	0.1234507	0.491136	0.5245463
cg02647401	0.08210998	0.5144651	0.08269031	0.4561767	0.06130145	0.07249423	0.1145402	0.3197197	0.5219	0.4477184	0.06937085	0.1010439	0.5244984	0.5029622	0.1055996	0.09181161	0.1134897	0.4504083	0.5384862
cg02649608	0.06876378	0.4182451	0.07035126	0.4390318	0.07360488	0.05029016	0.06045586	0.3696932	0.4438178	0.4905317	0.06228771	0.1024407	0.495302	0.4949024	0.06118087	0.0651655	0.07513269	0.4944037	0.5006077
cg02656784	0.9336961	0.6195944	0.9188757	0.6539258	0.9190983	0.9211039	0.9055361	0.6863956	0.5150816	0.5977015	0.9214549	0.9288677	0.5075107	0.6478716	0.9351497	0.9110487	0.9323478	0.6194611	0.5833978
cg02668233	0.459417	0.7567166	0.8153127	0.4547854	0.4782119	0.4693772	0.06444706	0.3197118	0.4745367	0.5218441	0.8537619	0.7889817	0.8525577	0.5029937	0.8630812	0.8490126	0.8435662	0.05237476	0.8788719
cg02679322	0.4878077	0.9348452	0.4803171	0.9453021	0.5035714	0.9278411	0.918643	0.9220083	0.4572909	0.5066118	0.9314287	0.9382981	0.9415346	0.5177255	0.5304201	0.9342572	0.94491	0.9381614	0.5050127
cg02682989	0.04752729	0.4379693	0.04690592	0.4092148	0.0370864	0.04564567	0.04024516	0.2726897	0.3822671	0.4312397	0.04318585	0.03986108	0.4786848	0.4209769	0.0388575	0.05524089	0.04348072	0.3523736	0.4347746
cg02691623	0.8813459	0.8920645	0.05077088	0.916148	0.5120768	0.4959098	0.8790085	0.632843	0.5031862	0.9124263	0.9341381	0.8742401	0.9247533	0.9117719	0.912002	0.9234473	0.9128252	0.9219804	0.8923479
cg02691903	0.9268505	0.2960702	0.9196241	0.2776697	0.939017	0.9263972	0.8821057	0.894875	0.3028672	0.287349	0.9360072	0.9383395	0.3444727	0.327336	0.9376506	0.9298239	0.9368745	0.3164192	0.319848
cg02696431	0.05746855	0.4625175	0.05514054	0.4052333	0.04727156	0.06042646	0.04562696	0.2665284	0.4521901	0.4791599	0.06044002	0.0575511	0.4447317	0.3897475	0.05081579	0.0487613	0.05151904	0.388566	0.4757221
cg02698615	0.04107729	0.4004825	0.04502769	0.3567552	0.04321059	0.04461063	0.05351735	0.3120372	0.2924245	0.4346347	0.03753153	0.05236587	0.4735094	0.3816076	0.03243191	0.04815011	0.03043912	0.3753508	0.4585242
cg02702444	0.8406037	0.03565481	0.8506996	0.4980856	0.8543228	0.04877607	0.0498789	0.3405024	0.04017589	0.03892322	0.825468	0.05958957	0.4076333	0.4429989	0.06697329	0.06594357	0.05947701	0.7473236	0.4752659
cg02714492	0.2145876	0.4156224	0.2233271	0.4777057	0.1284791	0.1980515	0.163796	0.3497064	0.4554877	0.5384661	0.2213551	0.1951946	0.3527632	0.5307845	0.2129473	0.1748734	0.2281903	0.6087167	0.4345561
cg02720188	0.04406523	0.4256046	0.0454744	0.3372736	0.04123343	0.04587312	0.05232959	0.376746	0.370915	0.4191942	0.04810279	0.06048691	0.4838287	0.4414567	0.05217286	0.05533345	0.05526819	0.4498608	0.4660815
cg02730008	0.8658927	0.3024045	0.8575167	0.3155955	0.8553961	0.8419396	0.8732264	0.7728535	0.3225713	0.3066253	0.8471744	0.887724	0.3405978	0.294335	0.886938	0.8504651	0.8586045	0.2841248	0.325885
cg02730303	0.03549743	0.03076821	0.03480221	0.03748217	0.784858	0.7807304	0.4454106	0.2355551	0.03508897	0.02447167	0.03934981	0.4511843	0.4344296	0.03597078	0.4439455	0.03177754	0.03726218	0.4361388	0.03197326
cg02731828	0.04663148	0.3634826	0.6948475	0.7213295	0.6623905	0.6612182	0.3985474	0.5235937	0.7323486	0.4582455	0.456915	0.7265068	0.7781349	0.7409031	0.4700508	0.4178113	0.4513026	0.470302	0.4429003
cg02732801	0.05738695	0.4964851	0.05256764	0.4718163	0.06336118	0.1191101	0.08031221	0.428246	0.5025825	0.539501	0.07587611	0.07138566	0.4047693	0.5162762	0.04974631	0.07428625	0.04196983	0.5702172	0.5373234
cg02756511	0.04464756	0.4700882	0.04843692	0.4275174	0.04183234	0.05569589	0.05034329	0.3828102	0.4414246	0.4710467	0.03934013	0.04143673	0.5108565	0.4626425	0.04084867	0.0517627	0.04625977	0.4726444	0.4973112
cg02769058	0.6371315	0.07685362	0.5731074	0.6624526	0.8578888	0.5787796	0.7866073	0.8410512	0.8591738	0.8675778	0.8688371	0.6039986	0.8941663	0.6041392	0.8942084	0.605545	0.6301034	0.5968425	0.6001455
cg02770249	0.03812869	0.479017	0.03527303	0.4825832	0.03484487	0.04027496	0.03742817	0.4086547	0.4299409	0.4759583	0.02710341	0.03517446	0.4865919	0.4592744	0.03089072	0.04440741	0.0294148	0.4340969	0.5019811
cg02772171	0.500531	0.5292413	0.05624985	0.05497787	0.5338367	0.5252601	0.05780151	0.3345866	0.4973708	0.9335217	0.9145681	0.5424096	0.9387257	0.9086684	0.5325846	0.9233404	0.5089054	0.9246337	0.520893
cg02772880	0.5723116	0.8738319	0.5980523	0.8637101	0.5902771	0.8268427	0.08163286	0.398445	0.608505	0.8641289	0.8722153	0.07869995	0.638455	0.5675659	0.08174153	0.834771	0.6085144	0.08946364	0.1054027
cg02773151	0.09833198	0.5422226	0.1061343	0.5634237	0.0994891	0.09595244	0.090727	0.4264474	0.5121279	0.5842287	0.1138906	0.09872947	0.6159153	0.4744439	0.09972563	0.09242827	0.1330833	0.5434983	0.4840685
cg02775175	0.07649666	0.5861203	0.1219975	0.5618919	0.08801514	0.07531664	0.09080349	0.4950393	0.5566999	0.5850932	0.05878625	0.08998992	0.5689636	0.5497123	0.09446409	0.1212654	0.06633648	0.5663803	0.5205337
cg02783661	0.7442162	0.2846177	0.3354969	0.3055361	0.3177279	0.3515331	0.692897	0.5536948	0.3266923	0.328757	0.3701079	0.7243265	0.3793816	0.6109141	0.3465155	0.6870456	0.7205723	0.2858601	0.3577135
cg02788935	0.9031998	0.481474	0.9102658	0.5399221	0.5020683	0.875609	0.8919403	0.7148287	0.8801214	0.9127439	0.03338326	0.0438101	0.9207445	0.9082872	0.5413808	0.9105306	0.9259956	0.9081606	0.03597341
cg02794321	0.03206427	0.5608936	0.03451797	0.5773636	0.0373393	0.03410983	0.03164641	0.5061144	0.5349428	0.5776124	0.02427409	0.09499709	0.596868	0.560117	0.02906814	0.04541692	0.02737331	0.5751442	0.5719698
cg02800016	0.01322899	0.547939	0.01534885	0.5186221	0.02191431	0.04498852	0.0501374	0.4795584	0.5323083	0.5349635	0.01311072	0.07895895	0.4953751	0.5230048	0.03629709	0.09072299	0.02017877	0.4920604	0.5267097
cg02805922	0.04845948	0.428787	0.04071057	0.457473	0.03987025	0.03885191	0.05323474	0.3602944	0.467013	0.4856499	0.03683059	0.04247411	0.4671082	0.4145595	0.03439371	0.04824409	0.04173387	0.4818637	0.4617955
cg02814135	0.8491341	0.8239524	0.4774866	0.8651526	0.8497606	0.4736039	0.7419062	0.8192944	0.4335262	0.8692848	0.6993597	0.8677364	0.8701334	0.8914593	0.8486565	0.8721845	0.8630664	0.04616949	0.8510172
cg02819655	0.03355651	0.4876064	0.03584023	0.03354614	0.4908109	0.03634581	0.0288084	0.2993275	0.02619974	0.4619194	0.4318662	0.4925116	0.4904234	0.5130618	0.4733604	0.8589593	0.02959053	0.4972661	0.03881337
cg02832783	0.4936572	0.8653646	0.8444972	0.5028356	0.8668358	0.8889771	0.4928888	0.4979085	0.5064222	0.8855591	0.8792661	0.8686238	0.8827003	0.08817908	0.897007	0.8907909	0.8905447	0.5307991	0.888303
cg02834750	0.01560361	0.4825096	0.01660521	0.4669473	0.01708684	0.09162086	0.05056445	0.4453726	0.4501286	0.4683425	0.03192541	0.07513191	0.4862636	0.4472813	0.01855874	0.07811701	0.01571439	0.4478679	0.4726277
cg02839557	0.03857779	0.5205083	0.03244668	0.4934724	0.03753369	0.05005752	0.06895137	0.06140632	0.494187	0.5010171	0.03530491	0.03424191	0.4957691	0.4074196	0.03285761	0.04127038	0.03356584	0.4583995	0.4892186
cg02842889	0.01746282	0.4928274	0.01933428	0.4871774	0.01800084	0.01776984	0.01958444	0.02623036	0.5373169	0.5123671	0.01991325	0.0170977	0.5173446	0.4103115	0.01766078	0.01635318	0.01656891	0.401059	0.5085731
cg02847500	0.1076105	0.441555	0.08205487	0.4003976	0.1207557	0.1535742	0.1379116	0.4653277	0.4163549	0.4458056	0.1325203	0.1195343	0.5046758	0.4417226	0.1179702	0.1603561	0.0526391	0.4286025	0.3698562
cg02866897	0.7022587	0.8824857	0.103361	0.8694595	0.6672443	0.1530111	0.1355571	0.7052983	0.7023728	0.08674615	0.1187764	0.6878655	0.1245608	0.6671432	0.1234561	0.7081069	0.1369248	0.6680416	0.1170118
cg02869694	0.03977055	0.549521	0.04515523	0.5746554	0.04817247	0.04486738	0.0477413	0.4561566	0.4896986	0.5938658	0.03673702	0.05425941	0.5876638	0.5591543	0.03781971	0.05801111	0.04058252	0.5714917	0.5774415
cg02869783	0.4615276	0.03821848	0.8512996	0.8688792	0.4934864	0.8631752	0.4507276	0.7536521	0.03947049	0.439027	0.4614178	0.4462615	0.8807919	0.8478764	0.426154	0.4732279	0.87778	0.8615266	0.3950502
cg02871887	0.03015121	0.4244614	0.03013159	0.3799311	0.03151945	0.0302934	0.03083372	0.3306932	0.4136021	0.4457826	0.03309745	0.03997637	0.4701506	0.4559647	0.0261162	0.02912922	0.0289922	0.4498734	0.4561396
cg02882301	0.04735424	0.445887	0.05587712	0.4706124	0.04532216	0.04764233	0.0438454	0.4010044	0.4538939	0.5358714	0.04362733	0.05022454	0.5637648	0.5205484	0.04175948	0.05239367	0.05717006	0.528662	0.5522112
cg02890259	0.5080559	0.03983681	0.4823419	0.4811193	0.05289117	0.4980268	0.4986918	0.6631929	0.02885411	0.8960433	0.4890329	0.5150249	0.03924127	0.0437438	0.5130968	0.0490557	0.553328	0.5341636	0.03911637
cg02890812	0.02961962	0.5107671	0.03555835	0.4581888	0.03453111	0.03513817	0.03517554	0.2802912	0.444203	0.5256949	0.02560873	0.0807247	0.5200841	0.4380568	0.02845615	0.03540488	0.04260493	0.3349022	0.5238712
cg02891306	0.06439532	0.3714528	0.07030548	0.4004934	0.06478565	0.07460565	0.06755135	0.2321477	0.3336985	0.4442667	0.06894716	0.0654275	0.4065881	0.316248	0.06122749	0.07531435	0.08060593	0.2188992	0.4101971
cg02891314	0.349057	0.6351677	0.201083	0.4096859	0.6182516	0.4032201	0.1132812	0.3693432	0.4639931	0.4847481	0.1971844	0.5657117	0.8693438	0.5722859	0.4967418	0.4814182	0.1493209	0.3622191	0.6633023
cg02896496	0.02771072	0.3822886	0.0414811	0.363601	0.02522469	0.03997558	0.04600821	0.3112691	0.3599385	0.4171421	0.01802567	0.0302452	0.4173538	0.4072523	0.02576621	0.03295307	0.02930271	0.4187993	0.4089512
cg02898382	0.03762833	0.5655432	0.03019067	0.5242281	0.03119848	0.03228154	0.03277253	0.4936792	0.5453506	0.5502213	0.02854624	0.03692362	0.5226704	0.5311124	0.03289826	0.04897204	0.03424127	0.5660339	0.5430062
cg02901522	0.0204865	0.9298582	0.4952932	0.9354771	0.01867673	0.9204775	0.02336952	0.02373722	0.4904727	0.02166356	0.4906993	0.4953103	0.9451278	0.4928415	0.4986655	0.9237671	0.9329982	0.9368832	0.9438019
cg02902015	0.03272998	0.4002477	0.0367236	0.3369272	0.03563987	0.03293438	0.03399273	0.3299049	0.341103	0.4362978	0.03596968	0.03444322	0.4567182	0.3990422	0.02960487	0.07370831	0.03912583	0.4096815	0.3906249
cg02921434	0.01009275	0.4777706	0.01373705	0.4779643	0.01228479	0.01275538	0.01219865	0.440773	0.4534379	0.4932714	0.01026116	0.01575195	0.5004272	0.5004129	0.01137227	0.01990464	0.01396998	0.4969288	0.482209
cg02931660	0.8917501	0.5455496	0.8891516	0.6201509	0.8922607	0.87754	0.8794084	0.7757626	0.5186405	0.57827	0.9017403	0.9005741	0.573583	0.552049	0.9015311	0.8866168	0.9014786	0.5760622	0.6197246
cg02932958	0.4649562	0.4498353	0.7959474	0.4216748	0.4744193	0.4181113	0.462267	0.4570381	0.4162266	0.7499684	0.05477377	0.04465166	0.8174885	0.4683082	0.4937091	0.7655112	0.7638342	0.847507	0.0440862
cg02933448	0.04991361	0.5752656	0.06379251	0.5206507	0.06267613	0.08678126	0.08251596	0.4504949	0.4924906	0.5261674	0.04893712	0.06089531	0.5527536	0.5664535	0.05448757	0.076819	0.04735862	0.5019396	0.5685635
cg02937293	0.05310316	0.4245452	0.07391666	0.4209376	0.05908953	0.06638994	0.06723664	0.2955905	0.3683137	0.4536773	0.04512903	0.0610436	0.5018416	0.4613247	0.05372114	0.07627001	0.05095932	0.4604445	0.4382764
cg02945674	0.4568331	0.4447809	0.4354866	0.9230013	0.9279968	0.913709	0.02557193	0.5313063	0.9085017	0.935409	0.4470954	0.9324018	0.4555257	0.9212724	0.02994983	0.9265368	0.9301224	0.9240091	0.4490061
cg02954623	0.03521478	0.4161935	0.03876372	0.459041	0.03413184	0.04227886	0.02977597	0.3610818	0.4572735	0.4454929	0.02573495	0.04688426	0.4042655	0.484791	0.03543463	0.03598205	0.03712696	0.4541318	0.4986581
cg02956194	0.9055806	0.9113034	0.904929	0.9150582	0.9089262	0.9123304	0.915623	0.7116977	0.9105492	0.9164351	0.920751	0.9214524	0.9205421	0.9196437	0.5193483	0.9035133	0.9139184	0.03535432	0.9145298
cg02958670	0.9251213	0.9240571	0.9266659	0.535214	0.5464369	0.0301329	0.5389869	0.5199658	0.5392461	0.5602799	0.9407454	0.5054216	0.02612101	0.5872813	0.5636885	0.538862	0.5511735	0.9301	0.9504228
cg02968327	0.0438935	0.4248663	0.4581269	0.4906111	0.04647385	0.7532089	0.699401	0.6782095	0.4268459	0.760171	0.4980693	0.06751612	0.8403759	0.4504745	0.7046045	0.0582135	0.4796191	0.4600248	0.6802354
cg02971902	0.02005829	0.3457287	0.01973936	0.305845	0.02023226	0.02292213	0.01946223	0.2981964	0.3386054	0.3549327	0.01327661	0.01853247	0.4272483	0.3064362	0.01556593	0.02157038	0.02051054	0.3186876	0.2636238
cg02973971	0.0499472	0.4271516	0.06638191	0.4126053	0.07012092	0.06465337	0.0608463	0.3639689	0.4084731	0.3814425	0.05178673	0.06538752	0.4769405	0.4496698	0.05010491	0.0964992	0.05846261	0.441928	0.4418223
